idArticle;categorie;designation;stockAlerte;DCI1;DCI2;DCI3;prixVenteHT;prixVenteTTC;prixAchatHT;prixAchatTTC
15714;HOMEOPATHIE;BERYLLIUM METALLICUM 15CH GR;1;;;;3,315;3,315;2,454;2,454
15715;PREPARATION;PM66823 PREPARATION MAGISTRALE;0;;;;24,702;24,702;10,610;10,610
15716;PREPARATION;PREPARATION MAGISTRALE IP4148;0;;;;24,702;24,702;10,610;10,610
15717;HOMEOPATHIE;BROMUM 5CH GR;1;;;;3,315;3,315;2,454;2,454
15718;PARAPHARMACIE;PHYTOEVER FISSUREX GEL;1;;;;9,848;11,621;6,565;7,746
15719;PREPARATION;PREPARATION MAGISTRALE;0;;;;33,709;33,709;19,945;19,945
1572;MEDICAMENT;SAFORELLE 500ML GM;2;;;;24,970;24,970;15,662;18,481
15720;PREPARATION;PM66827 PREPARATION MAGISTRALE;0;;;;33,709;33,709;19,945;19,945
15721;PREPARATION;PREPARATION MAGISTRALE IP4150;0;;;;33,709;33,709;19,945;19,945
15722;PARAPHARMACIE;FLOXIA SERUM CAPILAIRE 50ML;1;;;;43,221;51,001;28,814;34,000
15723;PARAPHARMACIE;URIAGE CR LAVANTE BEBE 200ML;1;;;;15,678;18,500;10,452;12,333
15724;PARAPHARMACIE;TC 2000 MOUSSE 50ML;1;;;;24,626;29,059;16,417;19,372
15725;PREPARATION;PM66829 PREPARATION MAGISTRALE;0;;;;48,636;48,636;21,079;21,079
15726;PREPARATION;PREPARATION MAGISTRALE IP4151;0;;;;27,868;27,868;11,586;11,586
15727;PREPARATION;PREPARATION MAGISTRALE IP4151;0;;;;48,636;48,636;21,079;21,079
15728;ACCESSOIRE;ON CALL LANCETS SACHET B25;1;;;;5,000;5,000;1,500;1,500
15729;PARAPHARMACIE;ITEM KO LENTES SHAMP;1;;;;25,200;29,736;16,800;19,824
1573;MEDICAMENT;MEXINE 200 INJ BT/10;2;CIMETIDINE;;;5,500;5,580;4,070;4,070
15730;PARAPHARMACIE;NATURALIUM LACTO NAT;1;;;;13,422;15,838;8,948;10,558
15731;ACCESSOIRE;KIN BROSSE SOUPLE;1;;;;5,131;6,055;3,798;4,481
15732;PARAPHARMACIE;BIODERMA CICABIO POMMADE;1;;;;19,068;22,500;12,700;14,986
15733;HOMEOPATHIE;CUPRUM ARSENICOSUM  9 CH GR;0;;;;3,315;3,315;2,454;2,454
15734;PREPARATION;FIXADERM 10X10 VRAC (1/2);0;;;;1,500;1,500;,136;,136
15735;PARAPHARMACIE;NACRIDERM HYDRATANT AR CR;1;;;;35,352;41,715;23,568;27,810
15736;PREPARATION;PM66835 PREPARATION MAGISTRALE;0;;;;24,702;24,702;10,610;10,610
15737;PREPARATION;PREPARATION MAGISTRALE IP4152;0;;;;24,702;24,702;10,610;10,610
15738;PARAPHARMACIE;INOVA MASQUE MIRACLE 300ML;0;;;;93,248;110,033;63,364;74,769
15739;PARAPHARMACIE;INOVA CLARIFYING SHAMPO 1LITRE;0;;;;120,000;141,600;80,000;94,400
1574;MEDICAMENT;ESTREVA GEL T/50GR;2;ESTRADIOL;;;6,729;6,809;4,981;4,981
15740;PARAPHARMACIE;INOVA PURE KERATINE GRIS1000ML;0;;;;810,000;955,800;600,000;708,000
15741;MEDICAMENT;INOVA KERATIN PUR 1DOSE;1;;;;100,070;100,070;72,045;72,045
15742;PREPARATION;INOVA SHAMPOING CLARIFIANT 60ML;1;;;;9,001;9,001;5,989;5,989
15743;PARAPHARMACIE;ACNIREGUL GEL DESINCRUSTANT;1;;;;20,789;24,531;13,859;16,353
15744;PARAPHARMACIE;MEGAVIR BT/60 CP;1;;;;40,805;40,805;27,203;27,203
15745;ACCESSOIRE;THERMOMETRE OPTIMAX FLEXIBLE;1;;;;5,055;5,965;3,370;3,976
15746;PARAPHARMACIE;BIO ORIENT HUILE DE LIN 90ML;1;;;;10,081;11,896;6,720;7,930
15747;PREPARATION;PM66847 PREPARATION MAGISTRALE;0;;;;13,650;13,650;4,611;4,611
15748;PREPARATION;PREPARATION MAGISTRALE IP4153;0;;;;13,650;13,650;4,611;4,611
15749;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
1575;PARAPHARMACIE;DERMAGOR BETACADE SOIN AD;1;;;;29,984;35,381;19,989;23,587
15750;PREPARATION;PM66848 PREPARATION MAGISTRALE;0;;;;12,700;12,700;5,962;5,962
15751;PREPARATION;PREPARATION MAGISTRALE IP4155;0;;;;12,700;12,700;5,962;5,962
15752;PARAPHARMACIE;MATERNA SAVON;0;;;;2,822;3,330;2,089;2,465
15753;DIETETIQUE;ZINC PICOLINATE CP;0;;;;23,293;27,486;16,300;19,234
15754;ACCESSOIRE;MUELLER CORSET LOMBAIRE AJUSTABLE;1;;;;69,559;82,080;51,525;60,799
15755;ACCESSOIRE;INSUPEN 4MM AIGUILLES;1;;;;34,875;41,153;23,250;27,435
15756;PARAPHARMACIE;SANKOM 50GR TRAVEL FRAISE;1;;;;12,035;14,201;8,023;9,467
15757;PARAPHARMACIE;SANKOM VITAMINE C 50GR;1;;;;12,035;14,201;8,023;9,467
15758;PARAPHARMACIE;SANKOM MAGNESIUM 50GR;1;;;;12,035;14,201;8,023;9,467
15759;PARAPHARMACIE;NUTRIDIET LEVURE DE BIERE B/360;1;;;;24,446;28,846;16,297;19,230
1576;PARAPHARMACIE;SVR SPIRIAL ROLL'ON;0;;;;24,300;28,674;16,200;19,116
15760;PREPARATION;PM66851 PREPARATION MAGISTRALE;0;;;;15,135;15,135;7,824;7,824
15761;PREPARATION;PREPARATION MAGISTRALE IP4156;0;;;;15,135;15,135;7,824;7,824
15762;PARAPHARMACIE;BIOXSINE PACK ( SERUM+2 SCHAMP );1;;;;125,603;148,212;83,735;98,807
15763;ACCESSOIRE;COLGATE BAIN DE BOUCHE PRO-GUM;1;;;;7,517;8,870;5,011;5,912
15764;PARAPHARMACIE;FLOXIA SAVON P.SECHE;1;;;;13,694;16,159;9,129;10,772
15765;PREPARATION;PREPARATION MAGISTRALE IP4142;0;;;;38,078;38,078;15,069;15,069
15766;PARAPHARMACIE;LRP PACK MELA-D +ECRAN(-50+);1;;;;66,750;78,765;44,500;52,510
15767;PARAPHARMACIE;VICHY NORMADERM 3EN1 NETTOYANT;1;;;;22,950;27,081;15,300;18,054
15768;PARAPHARMACIE;R.F STYLE MOUSSE VEGETALE;0;;;;32,957;38,889;21,971;25,925
15769;MEDICAMENT;SUPERSTAT 10MG/ BT90;1;ROSUVASTATINE;;;71,280;71,360;54,164;54,164
1577;MEDICAMENT;MOPRAL 20 MG B/14 GELULES;2;OMEPRAZOLE;;;39,383;39,463;29,931;29,931
15770;MEDICAMENT;SUPERSTAT 20MG/BT90;1;ROSUVASTATINE;;;102,160;102,240;77,629;77,629
15771;MEDICAMENT;EFFERALGAN 1GR EFFERV/BT8CP;1;PARACETAMOL;;;2,550;2,550;1,887;1,887
15772;MEDICAMENT;AMYTRIL 10MG/BT40CP;1;AMITRIPTYLINE;;;1,800;1,880;1,296;1,296
15773;MEDICAMENT;AMYTRIL 25MG/BT40CP;1;AMITRIPTYLINE;;;2,399;2,479;1,776;1,776
15774;MEDICAMENT;APROVEL 150MG BT90CP;1;IRBESARTAN;;;101,455;101,535;77,090;77,090
15775;PREPARATION;PM66860 PREPARATION MAGISTRALE;0;;;;11,844;11,844;2,928;2,928
15776;PREPARATION;PREPARATION MAGISTRALE IP4157;0;;;;11,844;11,844;2,928;2,928
15777;PARAPHARMACIE;CURASEPT BB 220;0;;;;20,661;24,380;15,700;18,526
15778;PARAPHARMACIE;PEDIAKID FER+VITAMINES B125ML;1;;;;21,751;25,666;14,500;17,110
15779;ACCESSOIRE;BRAUN OMNITEST BANDELTTE B/50;0;;;;43,500;43,500;29,000;29,000
1578;MEDICAMENT;NATISPRAY FORT 300 DOSES;1;TRINITRINE;;;17,888;17,968;13,593;13,593
15780;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
15781;PRODUITS CHIMIQUES;H.ESS SERPOLET 10ML;1;;;;10,395;12,266;6,262;7,389
15782;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
15783;PREPARATION;PM66862 PREPARATION MAGISTRALE;0;;;;22,706;22,706;11,203;11,203
15784;PREPARATION;PREPARATION MAGISTRALE IP4160;0;;;;22,706;22,706;11,203;11,203
15785;PREPARATION;PM66863 PREPARATION MAGISTRALE;0;;;;21,797;21,797;10,889;10,889
15786;PREPARATION;PREPARATION MAGISTRALE IP4161;0;;;;21,797;21,797;10,889;10,889
15787;PREPARATION;PM66864 PREPARATION MAGISTRALE;0;;;;34,585;34,585;20,320;20,320
15788;PREPARATION;PREPARATION MAGISTRALE IP4162;0;;;;34,585;34,585;20,320;20,320
15789;MEDICAMENT;BETAVIDINE GYNECO 20ML;1;;;;1,650;1,650;1,187;1,187
1579;MEDICAMENT;IMOVANE 7,5 B/20 CP;0;;;;4,232;4,312;3,132;3,132
15790;PARAPHARMACIE;LIERAC BB CREME DORE;1;;;;48,515;57,248;35,937;42,405
15791;ACCESSOIRE;PEAU DOUCE(3) 7-14KG B/10;1;;;;5,045;5,953;3,363;3,968
15792;ACCESSOIRE;GIBAUD CEINT THORACIQUE T/1;1;;;;50,163;59,192;37,158;43,846
15793;ACCESSOIRE;GIBAUD CEINT THORACIQUE T/2;1;;;;50,163;59,192;37,158;43,846
15794;PREPARATION;PM66872 PREPARATION MAGISTRALE;0;;;;28,379;28,379;12,349;12,349
15795;PREPARATION;PREPARATION MAGISTRALE IP4163;0;;;;28,379;28,379;12,349;12,349
15796;MEDICAMENT;HYPOLIP 160MG BT/30 CP;1;FENOFIBRATE;;;8,460;8,540;6,262;6,262
15797;ACCESSOIRE;FIXADERM EAU PROTEC 5CMX8CM B/5;1;;;;1,940;1,940;1,293;1,293
15798;PREPARATION;PM66875 PREPARATION MAGISTRALE;0;;;;73,817;73,817;46,098;46,098
15799;PREPARATION;PREPARATION MAGISTRALE IP4164;0;;;;73,817;73,817;46,098;46,098
158;MEDICAMENT;IOPAMIRON 370MG FL/100;0;IOPAMIDOL;;;101,543;101,623;77,160;77,160
1580;MEDICAMENT;MONICOR LP 40 MG B/30 GEL;1;ISOSORBIDE MONONITRATE;;;5,070;5,150;3,752;3,752
15800;ACCESSOIRE;BENGAL APPAREIL PAS/LIQ;1;;;;14,415;17,010;10,678;12,600
15801;ACCESSOIRE;ATOMISEUR CE4 PLUS RECHARJABLE;1;;;;26,325;26,325;19,500;19,500
15802;ACCESSOIRE;EGO ATOMISEUR CE4 PLUS RECHARJABLE;1;;;;28,080;28,080;20,800;20,800
15803;PREPARATION;PM66876 PREPARATION MAGISTRALE;0;;;;24,160;24,160;9,068;9,068
15804;PREPARATION;PREPARATION MAGISTRALE IP4165;0;;;;24,160;24,160;9,068;9,068
15805;PREPARATION;PM66877 PREPARATION MAGISTRALE;0;;;;34,585;34,585;20,320;20,320
15806;PREPARATION;PREPARATION MAGISTRALE IP4166;0;;;;34,585;34,585;20,320;20,320
15807;PARAPHARMACIE;PHYTOEVER ONYXYL VERNIS 3ML;1;;;;15,908;18,771;10,605;12,513
15808;PREPARATION;PM66882 PREPARATION MAGISTRALE;0;;;;92,984;92,984;55,519;55,519
15809;PREPARATION;PREPARATION MAGISTRALE IP4167;0;;;;92,984;92,984;55,519;55,519
1581;PARAPHARMACIE;SVR ECRAN MINERAL TEINTE P INTOLERANTES N/M;3;;;;29,550;34,869;19,700;23,246
15810;PARAPHARMACIE;BABY NOVA TASSE 125ML;1;;;;6,195;7,310;4,589;5,415
15811;PREPARATION;PM66888 PREPARATION MAGISTRALE;0;;;;33,155;33,155;18,539;18,539
15812;PREPARATION;PREPARATION MAGISTRALE IP4168;0;;;;33,155;33,155;18,539;18,539
15813;PARAPHARMACIE;NUK  BROSSE ROSE & BLEU REF10256243;1;;;;10,389;12,259;6,926;8,172
15814;PARAPHARMACIE;NUK CISEAUX BOUTS RONDS;1;;;;8,619;10,170;5,746;6,780
15815;PARAPHARMACIE;SVR BB EAU MICELAIRE 500ML;1;;;;24,374;28,761;16,249;19,173
15816;PREPARATION;PREPARATION MAGISTRALE;0;;;;29,477;29,477;18,935;18,935
15817;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
15818;PREPARATION;PM66892 PREPARATION MAGISTRALE;0;;;;32,884;32,884;17,631;17,631
15819;PREPARATION;PREPARATION MAGISTRALE IP4171;0;;;;32,884;32,884;17,631;17,631
1582;MEDICAMENT;DIABIREL 1MG BT/30CP;1;GLIMEPIRIDE;;;6,200;6,280;4,589;4,589
15820;ACCESSOIRE;CURAPROX  IRRIGATOR POWER FLOSS;1;;;;79,500;89,040;53,000;59,360
15821;PARAPHARMACIE;SUPRATONIC CP B/30;1;;;;29,238;34,501;19,492;23,000
15822;PARAPHARMACIE;PURESSENTIEL ROLLER ARTICULATION;1;;;;31,425;37,082;20,950;24,721
15823;PARAPHARMACIE;CANPOL BABIES CUILLERE SILICONE;1;;;;3,433;4,051;2,543;3,000
15824;PARAPHARMACIE;CANPOL BABIES HOCHET;1;;;;5,537;6,534;3,955;4,666
15825;PARAPHARMACIE;CANPOL BABIES ANNEAU SILICONE ZOO;1;;;;4,196;4,951;3,108;3,667
15826;PARAPHARMACIE;CANPOL BABIES HOCHET COALA;1;;;;5,933;7,001;3,955;4,666
15827;PARAPHARMACIE;CANPOL BABIES ANNEAU DE DENT;1;;;;3,554;4,194;2,633;3,107
15828;PARAPHARMACIE;FARLIN ANNEAU REF POISON;1;;;;6,300;7,434;4,200;4,956
15829;PARAPHARMACIE;FARLIN ANNEAU REF POMME;1;;;;4,050;4,779;2,700;3,186
1583;PARAPHARMACIE;GILLET GEL DOUCHE;0;;;;6,990;9,017;4,660;6,011
15830;PREPARATION;PM66896 PREPARATION MAGISTRALE;0;;;;45,076;45,076;27,760;27,760
15831;PREPARATION;PREPARATION MAGISTRALE IP4172;0;;;;45,076;45,076;27,760;27,760
15832;PREPARATION;PM66897 PREPARATION MAGISTRALE;0;;;;18,791;18,791;10,912;10,912
15833;PREPARATION;PREPARATION MAGISTRALE IP4173;0;;;;18,791;18,791;10,912;10,912
15834;PREPARATION;PM66899 PREPARATION MAGISTRALE;0;;;;61,107;61,107;37,038;37,038
15835;PREPARATION;PREPARATION MAGISTRALE IP4174;0;;;;61,107;61,107;37,038;37,038
15836;PARAPHARMACIE;ASTHEPLEX B/30GELULES;1;;;;37,278;43,988;24,852;29,325
15837;PARAPHARMACIE;TAHITI MONOI HUILE 100ML;1;;;;3,915;4,620;2,900;3,422
15838;ACCESSOIRE;PAMPERS S4+ACTIVE B/16;1;;;;10,226;12,067;7,575;8,938
15839;PARAPHARMACIE;PAMPERS S5 JUNIOR 11-25 B/15;1;;;;10,226;12,067;7,575;8,938
1584;PRODUITS CHIMIQUES;H.ESS MENTHE POIVREE LADROME;0;;;;15,282;18,033;4,455;5,256
15840;ACCESSOIRE;VENIXE COUCHE AD MEDIUMB/15;1;;;;14,733;17,385;10,913;12,877
15841;HOMEOPATHIE;CROTALUS HORRIDUS 5CH GR;1;;;;3,315;3,315;2,454;2,454
15842;PARAPHARMACIE;ROGE CAVA DOUCHE LAIT HYDRATANT;1;;;;16,701;19,707;12,371;14,597
15843;ACCESSOIRE;PAMPERS S4 ACTIVE BABY B/17;1;;;;10,226;12,067;7,575;8,938
15844;PARAPHARMACIE;NUK BOUT DE SEIN +BOITE;1;;;;12,392;14,623;8,261;9,747
15845;PARAPHARMACIE;VITARMONYL LEVURE DE RIZ ROUGE;1;;;;23,250;27,435;15,500;18,290
15846;ACCESSOIRE;GIBAUD VENACTIF BAS C2 T/4;1;;;;69,001;81,421;52,432;61,869
15847;PARAPHARMACIE;KIN ORTHO PATE DENTIFRICE;1;;;;7,107;8,386;4,738;5,590
15848;PARAPHARMACIE;NEUTROGENA T/GEL TOTAL 125;0;;;;21,600;25,488;16,000;18,880
15849;PARAPHARMACIE;FLORES HUILE CAROTTE BRONZAGE;1;;;;19,259;22,726;12,839;15,150
1585;PARAPHARMACIE;L.R.P EFFACLAR K;1;;;;25,500;30,090;17,000;20,060
15850;PREPARATION;PM66916 PREPARATION MAGISTRALE;0;;;;41,822;41,822;26,898;26,898
15851;PREPARATION;PREPARATION MAGISTRALE IP4175;0;;;;41,822;41,822;26,898;26,898
15852;PREPARATION;PM66917 PREPARATION MAGISTRALE;0;;;;30,841;30,841;12,159;12,159
15853;PREPARATION;PREPARATION MAGISTRALE IP4176;0;;;;30,841;30,841;12,159;12,159
15854;ACCESSOIRE;GILLETTE RASOIR MACH3;1;;;;7,500;7,500;,000;,000
15855;PREPARATION;PREPARATION MAGISTRALE;0;;;;35,102;35,102;18,935;18,935
15856;PREPARATION;PM66918 PREPARATION MAGISTRALE;0;;;;35,137;35,137;17,921;17,921
15857;PREPARATION;PREPARATION MAGISTRALE IP4178;0;;;;35,137;35,137;17,921;17,921
15858;HOMEOPATHIE;PLATINA 9 CH GR;1;;;;3,315;3,315;2,454;2,454
15859;PREPARATION;PM66921 PREPARATION MAGISTRALE;0;;;;10,020;10,020;3,460;3,460
1586;MEDICAMENT;CLAVOR 500MG BT/16CP;2;AMOXICILLINE;ACIDE CLAVULANIQUE;;10,415;10,495;7,709;7,709
15860;PREPARATION;PREPARATION MAGISTRALE IP4179;0;;;;10,020;10,020;3,460;3,460
15861;MEDICAMENT;PREPIDIL GEL;1;;;;78,897;78,897;59,952;59,952
15862;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
15863;ACCESSOIRE;CEINTURE LOMB DUO H21CM NOIR;0;;;;81,000;81,000;60,000;60,000
15864;PARAPHARMACIE;POUXOFF ENF ANTI-POUX SPRAY;2;;;;16,001;18,881;10,667;12,587
15865;PARAPHARMACIE;POUXOFF ADULTE ANTI-POUX SPRAY;1;;;;14,372;16,959;9,581;11,305
15866;HOMEOPATHIE;FSH  15 CH GR;1;;;;3,315;3,315;2,454;2,454
15867;TOILETTE;PHYTOEVER EPISIO 47 SPRAY;1;;;;9,545;11,263;6,363;7,508
15868;ACCESSOIRE;PRESERVATIF DUREX EXTRA SAFE BT/3;1;;;;4,800;5,664;3,200;3,776
15869;ACCESSOIRE;PRESERVATIF DUREX TINGLINGB/3;1;;;;4,320;5,098;3,200;3,776
1587;MEDICAMENT;LACIPIL 4MG BT/28 CP;0;;;;24,026;24,106;18,257;18,257
15870;ACCESSOIRE;PRESERVATIF DUREX PLEASUREMAX;1;;;;4,320;5,098;3,200;3,776
15871;PARAPHARMACIE;PHYTO CREME BRILLANCE 100ML;1;;;;27,117;31,998;20,087;23,702
15872;PARAPHARMACIE;PHYTO CREME BOUCLE 100ML;1;;;;45,503;53,694;33,706;39,773
15873;PREPARATION;PM66928 PREPARATION MAGISTRALE;0;;;;35,412;35,412;19,392;19,392
15874;PREPARATION;PREPARATION MAGISTRALE IP4181;0;;;;35,412;35,412;19,392;19,392
15875;PARAPHARMACIE;ACCU-CHEK LANCET MULTICLIX  BT24;0;;;;13,500;13,500;9,000;9,000
15876;PARAPHARMACIE;SELEN MICOS BT/60 CAP;1;;;;21,237;25,060;14,158;16,706
15877;PARAPHARMACIE;CAPSILICE(COENZYME Q10) MICOS BT/60 G;1;;;;36,495;43,064;24,330;28,709
15878;PARAPHARMACIE;ISOPHYTAL SERENITE MICRO BT/60;1;;;;18,869;22,265;12,579;14,843
15879;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
1588;ACCESSOIRE;BOUCLES 22-296;0;;;;6,000;7,740;4,000;5,160
15880;PREPARATION;PM66930 PREPARATION MAGISTRALE;0;;;;45,076;45,076;27,760;27,760
15881;PREPARATION;PREPARATION MAGISTRALE IP4183;0;;;;45,076;45,076;27,760;27,760
15882;PARAPHARMACIE;BIOXINE PACK (1SERUM+SHAMP);1;;;;126,428;149,185;84,285;99,456
15883;PREPARATION;PM66934 PREPARATION MAGISTRALE;0;;;;2,167;2,167;,499;,499
15884;PREPARATION;PREPARATION MAGISTRALE IP4184;0;;;;2,167;2,167;,499;,499
15885;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
15886;PREPARATION;PM66932 PREPARATION MAGISTRALE;0;;;;55,690;55,690;31,692;31,692
15887;PREPARATION;PREPARATION MAGISTRALE IP4186;0;;;;55,690;55,690;31,692;31,692
15888;PREPARATION;PM66933 PREPARATION MAGISTRALE;0;;;;47,742;47,742;27,760;27,760
15889;PREPARATION;PREPARATION MAGISTRALE IP4187;0;;;;47,742;47,742;27,760;27,760
1589;MEDICAMENT;TIAPRAM 100MG BT/30CP;1;ACIDE TIAPROFENIQUE;;;4,600;4,680;3,406;3,406
15890;PARAPHARMACIE;PHYTOPIC  RHUMATOPIC +PLUS100ML;1;;;;4,154;4,902;2,769;3,267
15891;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
15892;PREPARATION;PREPARATION MAGISTRALE IP4184;0;;;;2,167;2,167;,499;,499
15893;PREPARATION;PM66941 PREPARATION MAGISTRALE;0;;;;76,274;76,274;39,208;39,208
15894;PREPARATION;PREPARATION MAGISTRALE IP4189;0;;;;76,274;76,274;39,208;39,208
15895;HOMEOPATHIE;PLATINA 15 CH GR;1;;;;3,315;3,315;2,454;2,454
15896;TOILETTE;NANA ULTRA BT8 BLEU;2;;;;1,553;1,832;1,150;1,357
15897;ACCESSOIRE;HARDENBURG COUPE CORE;1;;;;3,848;4,541;2,850;3,363
15898;PREPARATION;PM66946 PREPARATION MAGISTRALE;0;;;;39,636;39,636;15,403;15,403
15899;PREPARATION;PREPARATION MAGISTRALE IP4190;0;;;;39,636;39,636;15,403;15,403
159;PARAPHARMACIE;BIOSCR.GINKOLIUM SOIN LEV;0;;;;9,602;11,330;6,400;7,552
1590;PARAPHARMACIE;MUSTELA CREME POUR CHANGE;1;;;;12,651;14,928;9,371;11,058
15900;ACCESSOIRE;GIBAUD VENACTIF COLLANT C2;1;;;;97,917;115,542;72,531;85,586
15901;PARAPHARMACIE;DETOX LIM 500ML;1;;;;30,509;36,001;20,339;24,000
15902;PARAPHARMACIE;SOMNIPLEX 3C PHARMA BT15;1;;;;22,119;26,100;14,746;17,400
15903;PREPARATION;PM66954 PREPARATION MAGISTRALE;0;;;;21,416;21,416;10,912;10,912
15904;PREPARATION;PREPARATION MAGISTRALE IP4191;0;;;;21,416;21,416;10,912;10,912
15905;PARAPHARMACIE;PEAUDOUCE T2  5/8KG P/11;0;;;;5,100;6,018;3,400;4,012
15906;PARAPHARMACIE;MARTIN PRIVAT OXYTRAP B/60;1;;;;49,202;58,058;32,801;38,705
15907;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
15908;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
15909;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
1591;PRODUITS CHIMIQUES;H.ESS GINGEMBRE 10ML;0;;;;9,619;11,350;5,400;6,372
15910;PRODUITS CHIMIQUES;MICR LE ARNICA 20GR;1;;;;8,010;9,452;5,340;6,301
15911;PREPARATION;PM66955 PREPARATION MAGISTRALE;0;;;;17,510;17,510;6,447;6,447
15912;PREPARATION;PREPARATION MAGISTRALE IP4195;0;;;;17,510;17,510;6,447;6,447
15913;PREPARATION;PM66956 PREPARATION MAGISTRALE;0;;;;15,111;15,111;6,989;6,989
15914;PREPARATION;PREPARATION MAGISTRALE IP4196;0;;;;15,111;15,111;6,989;6,989
15915;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
15916;PREPARATION;PM66957 PREPARATION MAGISTRALE;0;;;;17,165;17,165;6,282;6,282
15917;PREPARATION;PREPARATION MAGISTRALE IP4198;0;;;;17,165;17,165;6,282;6,282
15918;PREPARATION;PM66958 PREPARATION MAGISTRALE;0;;;;12,460;12,460;5,530;5,530
15919;PREPARATION;PREPARATION MAGISTRALE IP4199;0;;;;12,460;12,460;5,530;5,530
1592;PARAPHARMACIE;BABY PUR BIBE MICRO;0;;;;4,200;4,956;2,800;3,304
15920;PARAPHARMACIE;BABY PUR BIBE TASSE 250ML;2;;;;6,525;7,700;4,350;5,133
15921;PARAPHARMACIE;BABY PUR TASSE BEC SOUPLE;0;;;;4,950;5,841;3,300;3,894
15922;PARAPHARMACIE;WEE BABY BIBE ANSES 150;0;;;;6,750;7,965;5,000;5,900
15923;PREPARATION;PM66963 PREPARATION MAGISTRALE;0;;;;27,325;27,325;15,346;15,346
15924;PREPARATION;PREPARATION MAGISTRALE IP4200;0;;;;27,325;27,325;15,346;15,346
15925;ACCESSOIRE;NANA MAXI SUPER 7MM B/9;1;;;;1,438;1,697;1,065;1,256
15926;MEDICAMENT;EXELON 6MG BT/28;1;RIVASTIGMINE;;;124,475;124,475;94,586;94,586
15927;ACCESSOIRE;PIC INSUPEN 8MM AIGUILES B/100;1;;;;39,060;46,091;26,040;30,727
15928;ACCESSOIRE;PIC INSUPEN 6MM AIGUILLES B/100;1;;;;37,800;44,604;25,200;29,736
15929;PRODUITS CHIMIQUES;MICR LE MELISSE 20GR;0;;;;10,800;12,744;5,400;6,372
1593;MEDICAMENT;CASTOR EQUI 20GR;0;;;;1,175;1,175;,822;,822
15930;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
15931;PREPARATION;PM67673 PREPARATION MAGISTRALE;0;;;;38,012;38,012;19,604;19,604
15932;PREPARATION;PM66964 PREPARATION MAGISTRALE;0;;;;45,519;45,519;27,760;27,760
15933;PREPARATION;PREPARATION MAGISTRALE IP4203;0;;;;45,519;45,519;27,760;27,760
15934;PREPARATION;PREPARATION MAGISTRALE IP4202;0;;;;35,012;35,012;19,604;19,604
15935;PARAPHARMACIE;BIODERMA ATODERM PP GEL MOUSSANT 500ML;0;;;;33,675;39,737;22,450;26,491
15936;MEDICAMENT;CEFOTIM 1GR IM/IV FL/1;1;CEFOTAXIME;;;8,499;8,579;6,291;6,291
15937;ACCESSOIRE;THUASNE COLLIER ORTEL;1;;;;54,600;54,600;36,400;36,400
15938;PREPARATION;PM66977 PREPARATION MAGISTRALE;0;;;;43,121;43,121;27,369;27,369
15939;PREPARATION;PREPARATION MAGISTRALE IP4204;0;;;;43,121;43,121;27,369;27,369
1594;MEDICAMENT;EFFEXOR 25MG CP B/30;1;VENLAFAXINE;;;11,932;12,012;8,832;8,832
15940;PREPARATION;PREPARATION MAGISTRALE IP4204;0;;;;43,121;43,121;27,369;27,369
15941;PREPARATION;PM66978 PREPARATION MAGISTRALE;0;;;;28,379;28,379;12,333;12,333
15942;PREPARATION;PREPARATION MAGISTRALE IP4205;0;;;;28,379;28,379;12,333;12,333
15943;PARAPHARMACIE;CYTOL NAT CYTOLAC CREME;1;;;;17,120;20,202;11,413;13,467
15944;MEDICAMENT;FLUPAMIDE LP 1.5 BT30;0;INDAPAMIDE;;;4,990;5,070;3,694;3,694
15945;MEDICAMENT;LIPICARD 20 MG BT/98;0;SIMVASTATINE;;;45,600;45,680;34,650;34,650
15946;MEDICAMENT;LIPICARD 40MG BT/98;0;SIMVASTATINE;;;61,500;61,580;46,733;46,733
15947;MEDICAMENT;SUPERSTAT 5MG BT/30;0;ROSUVASTATINE;;;18,000;18,080;13,678;13,678
15948;MEDICAMENT;VISSEN 10MG BT/90;0;ROSUVASTATINE;;;71,280;71,360;54,161;54,161
15949;MEDICAMENT;VISSEN 20MG BT/90;0;ROSUVASTATINE;;;102,160;102,240;77,629;77,629
1595;MEDICAMENT;ALUST DP 10IR;0;;;;72,213;72,213;54,873;54,873
15950;MEDICAMENT;VISSEN 5MG BT/90;0;ROSUVASTATINE;;;51,000;51,080;38,754;38,754
